"date","bea_ea_code","bea_ea_name","gdp2018","cases","deaths","pop10"
2020-03-16,177,"Wenatchee, WA",10466526,7,1,161573
2020-03-16,179,"Wichita-Winfield, KS",4547889,2,0,112442
2020-03-17,3,"Albany, GA",10585102,12,0,232096
2020-03-17,4,"Albany-Schenectady-Amsterdam, NY",72357424,58,0,1105751
2020-03-17,5,"Albuquerque, NM",41612394,18,0,811991
2020-03-17,6,"Alpena, MI",2241240,2,0,50113
2020-03-17,8,"Anchorage, AK",29716360,6,0,402884
2020-03-17,9,"Appleton-Oshkosh-Neenah, WI",21884358,4,0,343689
2020-03-17,10,"Asheville-Brevard, NC",2204140,1,0,51079
2020-03-17,11,"Atlanta-Sandy Springs-Gainesville, GA-AL",433094760,129,1,5530881
2020-03-17,12,"Augusta-Richmond County, GA-SC",13187544,1,0,200549
2020-03-17,13,"Austin-Round Rock, TX",118706836,7,0,1181373
2020-03-17,15,"Baton Rouge-Pierre Part, LA",45194370,2,0,547386
2020-03-17,17,"Bend-Prineville, OR",9326898,6,0,157733
2020-03-17,18,"Billings, MT",12422682,8,0,205293
2020-03-17,19,"Birmingham-Hoover-Cullman, AL",70342203,29,0,1131800
2020-03-17,20,"Bismarck, ND",5901363,2,0,81308
2020-03-17,21,"Boise City-Nampa, ID",27409991,3,0,392365
2020-03-17,22,"Boston-Worcester-Manchester, MA-NH",584805044,232,0,6615247
2020-03-17,23,"Buffalo-Niagara-Cattaraugus, NY",60474878,9,0,967986
2020-03-17,24,"Burlington-South Burlington, VT",15395677,7,0,216079
2020-03-17,26,"Casper, WY",1996916,9,0,50293
2020-03-17,27,"Cedar Rapids, IA",9588019,18,0,130882
2020-03-17,28,"Champaign-Urbana, IL",360077,1,0,11048
2020-03-17,30,"Charleston-North Charleston, SC",31412677,3,0,350209
2020-03-17,31,"Charlotte-Gastonia-Salisbury, NC-SC",145306461,12,0,1559801
2020-03-17,32,"Chicago-Naperville-Michigan City, IL-IN-WI",688947135,155,1,9385814
2020-03-17,33,"Cincinnati-Middletown-Wilmington, OH-KY-IN",20904794,8,0,391217
2020-03-17,35,"Cleveland-Akron-Elyria, OH",203771662,51,0,3536324
2020-03-17,36,"Colorado Springs, CO",37001039,6,2,622263
2020-03-17,37,"Columbia, MO",14025723,2,0,238632
2020-03-17,38,"Columbia-Newberry, SC",42713107,28,1,747723
2020-03-17,39,"Columbus-Auburn-Opelika, GA-AL",6818940,3,0,140247
2020-03-17,40,"Columbus-Marion-Chillicothe, OH",99236622,6,0,1200315
2020-03-17,42,"Dallas-Fort Worth, TX",505979515,45,0,6103182
2020-03-17,43,"Davenport-Moline-Rock Island, IA-IL",2330100,1,0,58498
2020-03-17,44,"Dayton-Springfield-Greenville, OH",2017215,1,0,52959
2020-03-17,45,"Denver-Aurora-Boulder, CO",298057442,178,1,3720904
2020-03-17,46,"Des Moines-Newton-Pella, IA",48801317,6,0,525273
2020-03-17,47,"Detroit-Warren-Flint, MI",316128862,55,0,5072690
2020-03-17,49,"Dover, DE",15400621,1,0,197145
2020-03-17,51,"El Paso, TX",32412416,2,0,800647
2020-03-17,53,"Eugene-Springfield, OR",30466525,5,1,662588
2020-03-17,55,"Fargo-Wahpeton, ND-MN",12547098,1,0,149778
2020-03-17,60,"Fort Wayne-Huntington-Auburn, IN",4598283,3,0,109559
2020-03-17,61,"Fresno-Madera, CA",73748305,6,0,1523494
2020-03-17,62,"Gainesville, FL",14129555,6,0,247336
2020-03-17,64,"Grand Rapids-Muskegon-Holland, MI",59974337,7,0,929765
2020-03-17,66,"Greensboro-Winston-Salem-High Point, NC",25050740,2,0,350670
2020-03-17,67,"Greenville, NC",14029192,2,0,281277
2020-03-17,68,"Greenville-Spartanburg-Anderson, SC",53294811,5,0,922658
2020-03-17,69,"Gulfport-Biloxi-Pascagoula, MS",18971174,3,0,370702
2020-03-17,70,"Harrisburg-Carlisle-Lebanon, PA",15311473,10,0,235406
2020-03-17,72,"Hartford-West Hartford-Willimantic, CT",107887127,8,0,1357504
2020-03-17,73,"Helena, MT",10837370,3,0,187108
2020-03-17,74,"Honolulu, HI",83038034,11,0,1205377
2020-03-17,75,"Houston-Baytown-Huntsville, TX",483695803,35,1,5969608
2020-03-17,76,"Huntsville-Decatur, AL",27558022,2,0,417593
2020-03-17,77,"Idaho Falls-Blackfoot, ID",1269561,1,0,37536
2020-03-17,78,"Indianapolis-Anderson-Columbus, IN",142113938,20,2,1679250
2020-03-17,79,"Jacksonville, FL",83403948,20,0,1357767
2020-03-17,80,"Jackson-Yazoo City, MS",18657397,15,0,381985
2020-03-17,81,"Johnson City-Kingsport-Bristol (Tri-Cities), TN-VA",8169722,1,0,156823
2020-03-17,84,"Kansas City-Overland Park-Kansas City, MO-KS",114940291,20,1,1634410
2020-03-17,86,"Kennewick-Richland-Pasco, WA",18100799,8,0,384253
2020-03-17,87,"Killeen-Temple-Fort Hood, TX",16620763,1,0,310235
2020-03-17,88,"Knoxville-Sevierville-La Follette, TN",33888174,5,0,614238
2020-03-17,92,"Las Vegas-Paradise-Pahrump, NV",128512189,43,1,2089384
2020-03-17,94,"Lexington-Fayette-Frankfort-Richmond, KY",24874769,15,1,396746
2020-03-17,96,"Little Rock-North Little Rock-Pine Bluff, AR",40820422,22,0,725126
2020-03-17,97,"Los Angeles-Long Beach-Riverside, CA",1392628428,211,4,19410169
2020-03-17,98,"Louisville-Elizabethtown-Scottsburg, KY-IN",60748258,11,0,859111
2020-03-17,99,"Lubbock-Levelland, TX",14038142,2,0,278831
2020-03-17,101,"Madison-Baraboo, WI",46098906,21,0,502403
2020-03-17,105,"Memphis, TN-MS-AR",65031814,2,0,927644
2020-03-17,106,"Miami-Fort Lauderdale-Miami Beach, FL",354740098,109,1,5564635
2020-03-17,108,"Milwaukee-Racine-Waukesha, WI",114586384,43,0,1750174
2020-03-17,109,"Minneapolis-St. Paul-St. Cloud, MN-WI",276399419,61,0,3371145
2020-03-17,110,"Minot, ND",4168646,2,0,61675
2020-03-17,111,"Missoula, MT",5694748,2,0,109299
2020-03-17,112,"Mobile-Daphne-Fairhope, AL",6606080,1,0,182265
2020-03-17,114,"Montgomery-Alexander City, AL",16139706,4,0,308666
2020-03-17,115,"Myrtle Beach-Conway-Georgetown, SC",16909517,5,0,376722
2020-03-17,116,"Nashville-Davidson-Murfreesboro-Columbia, TN",109705833,64,0,1072467
2020-03-17,117,"New Orleans-Metairie-Bogalusa, LA",86763451,191,5,1455902
2020-03-17,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",1048996924,988,10,14764564
2020-03-17,119,"Oklahoma City-Shawnee, OK",78398657,10,0,1116375
2020-03-17,120,"Omaha-Council Bluffs-Fremont, NE-IA",60275324,37,0,809277
2020-03-17,121,"Orlando-The Villages, FL",212420180,31,1,3915711
2020-03-17,122,"Paducah, KY-IL",219106,1,0,8314
2020-03-17,124,"Pendleton-Hermiston, OR",3865074,2,0,75889
2020-03-17,125,"Pensacola-Ferry Pass-Brent, FL",32191833,4,1,629813
2020-03-17,126,"Peoria-Canton, IL",14789401,2,0,225158
2020-03-17,127,"Philadelphia-Camden-Vineland, PA-NJ-DE-MD",433661879,89,0,5798152
2020-03-17,128,"Phoenix-Mesa-Scottsdale, AZ",260270514,16,0,4337556
2020-03-17,129,"Pittsburgh-New Castle, PA",126977549,15,0,1672107
2020-03-17,130,"Portland-Lewiston-South Portland, ME",43608119,29,0,800948
2020-03-17,131,"Portland-Vancouver-Beaverton, OR-WA",192419295,57,3,2778899
2020-03-17,132,"Pueblo, CO",6888420,1,0,159063
2020-03-17,133,"Raleigh-Durham-Cary, NC",138312281,27,0,1782929
2020-03-17,135,"Redding, CA",11300551,2,0,243603
2020-03-17,136,"Reno-Sparks, NV",30139594,13,0,476681
2020-03-17,137,"Richmond, VA",54923412,9,0,768119
2020-03-17,139,"Rochester-Batavia-Seneca Falls, NY",57182522,13,0,894430
2020-03-17,140,"Sacramento-Arden-Arcade-Truckee, CA-NV",141475752,52,3,2066833
2020-03-17,142,"Salt Lake City-Ogden-Clearfield, UT",151342589,50,0,2202006
2020-03-17,144,"San Antonio, TX",109073496,13,0,1714773
2020-03-17,145,"San Diego-Carlsbad-San Marcos, CA",245138815,61,0,3095313
2020-03-17,146,"San Jose-San Francisco-Oakland, CA",1056364549,401,7,9217829
2020-03-17,147,"Santa Fe-Espanola, NM",7665699,5,0,177107
2020-03-17,148,"Sarasota-Bradenton-Venice, FL",87999825,26,3,1802533
2020-03-17,149,"Savannah-Hinesville-Fort Stewart, GA",7494920,4,0,162233
2020-03-17,151,"Scranton-Wilkes-Barre, PA",18346629,2,0,373740
2020-03-17,152,"Seattle-Tacoma-Olympia, WA",456361547,878,51,4619491
2020-03-17,153,"Shreveport-Bossier City-Minden, LA",20621741,5,0,371948
2020-03-17,154,"Sioux City-Vermillion, IA-NE-SD",688863,2,0,15771
2020-03-17,155,"Sioux Falls, SD",20801443,10,1,221117
2020-03-17,156,"South Bend-Mishawaka, IN-MI",14101010,1,0,266931
2020-03-17,157,"Spokane, WA",26960098,8,0,481791
2020-03-17,158,"Springfield, IL",11873339,3,0,197465
2020-03-17,159,"Springfield, MO",16857130,4,0,275174
2020-03-17,160,"St. Louis-St. Charles-Farmington, MO-IL",92880646,9,0,1306772
2020-03-17,162,"Syracuse-Auburn, NY",58198492,8,0,1014942
2020-03-17,164,"Tampa-St. Petersburg-Clearwater, FL",154680805,15,0,2610465
2020-03-17,165,"Texarkana, TX-Texarkana, AR",4170563,1,0,92565
2020-03-17,166,"Toledo-Fremont, OH",26754711,1,0,441815
2020-03-17,168,"Traverse City, MI",725440,1,0,21708
2020-03-17,169,"Tucson, AZ",44876057,4,0,980263
2020-03-17,170,"Tulsa-Bartlesville, OK",52870714,6,0,697330
2020-03-17,171,"Tupelo, MS",932294,1,0,36989
2020-03-17,172,"Twin Falls, ID",1592524,4,0,21376
2020-03-17,173,"Virginia Beach-Norfolk-Newport News, VA-NC",22621499,4,0,437994
2020-03-17,174,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",592955031,110,0,6359692
2020-03-17,175,"Waterloo-Cedar Falls, IA",8103424,1,0,131090
2020-03-17,176,"Wausau-Merrill, WI",4233072,1,0,74749
2020-03-17,177,"Wenatchee, WA",10466526,9,1,161573
2020-03-17,179,"Wichita-Winfield, KS",6402360,4,0,146290
2020-03-18,3,"Albany, GA",10585102,14,2,232096
2020-03-18,4,"Albany-Schenectady-Amsterdam, NY",78692471,94,0,1239510
2020-03-18,5,"Albuquerque, NM",41612394,21,0,811991
2020-03-18,6,"Alpena, MI",2241240,2,0,50113
2020-03-18,8,"Anchorage, AK",32709095,9,0,458284
2020-03-18,9,"Appleton-Oshkosh-Neenah, WI",40635141,5,0,591696
2020-03-18,10,"Asheville-Brevard, NC",2204140,1,0,51079
2020-03-18,11,"Atlanta-Sandy Springs-Gainesville, GA-AL",433094760,175,1,5530881
2020-03-18,12,"Augusta-Richmond County, GA-SC",16967654,3,0,324602
2020-03-18,13,"Austin-Round Rock, TX",143695850,13,0,1604052
2020-03-18,14,"Bangor, ME",6785566,1,0,153923
2020-03-18,15,"Baton Rouge-Pierre Part, LA",45194370,4,0,547386
2020-03-18,17,"Bend-Prineville, OR",9326898,6,0,157733
2020-03-18,18,"Billings, MT",12422682,10,0,205293
2020-03-18,19,"Birmingham-Hoover-Cullman, AL",77940780,35,0,1332663
2020-03-18,20,"Bismarck, ND",7500758,4,0,108779
2020-03-18,21,"Boise City-Nampa, ID",27409991,3,0,392365
2020-03-18,22,"Boston-Worcester-Manchester, MA-NH",597771165,275,0,6821780
2020-03-18,23,"Buffalo-Niagara-Cattaraugus, NY",60474878,9,0,967986
2020-03-18,24,"Burlington-South Burlington, VT",15395677,12,0,216079
2020-03-18,26,"Casper, WY",4502450,10,0,71587
2020-03-18,27,"Cedar Rapids, IA",10809480,22,0,152586
2020-03-18,28,"Champaign-Urbana, IL",360077,1,0,11048
2020-03-18,30,"Charleston-North Charleston, SC",31412677,4,0,350209
2020-03-18,31,"Charlotte-Gastonia-Salisbury, NC-SC",155450502,18,0,1844152
2020-03-18,32,"Chicago-Naperville-Michigan City, IL-IN-WI",703296689,273,1,9727923
2020-03-18,33,"Cincinnati-Middletown-Wilmington, OH-KY-IN",28846182,11,0,550937
2020-03-18,35,"Cleveland-Akron-Elyria, OH",208042406,66,0,3649089
2020-03-18,36,"Colorado Springs, CO",37001039,8,2,622263
2020-03-18,37,"Columbia, MO",14025723,3,1,238632
2020-03-18,38,"Columbia-Newberry, SC",43085450,36,1,766943
2020-03-18,39,"Columbus-Auburn-Opelika, GA-AL",6818940,7,0,140247
2020-03-18,40,"Columbus-Marion-Chillicothe, OH",110092030,10,0,1374529
2020-03-18,41,"Corpus Christi-Kingsville, TX",11710143,1,0,250304
2020-03-18,42,"Dallas-Fort Worth, TX",508658921,67,1,6156512
2020-03-18,43,"Davenport-Moline-Rock Island, IA-IL",2330100,1,0,58498
2020-03-18,44,"Dayton-Springfield-Greenville, OH",11587303,3,0,293798
2020-03-18,45,"Denver-Aurora-Boulder, CO",298652991,210,1,3730947
2020-03-18,46,"Des Moines-Newton-Pella, IA",48801317,10,0,525273
2020-03-18,47,"Detroit-Warren-Flint, MI",316128862,70,1,5072690
2020-03-18,49,"Dover, DE",22958496,6,0,359455
2020-03-18,51,"El Paso, TX",32412416,3,0,800647
2020-03-18,53,"Eugene-Springfield, OR",30466525,5,1,662588
2020-03-18,55,"Fargo-Wahpeton, ND-MN",12547098,1,0,149778
2020-03-18,57,"Fayetteville-Springdale-Rogers, AR-MO",10971298,1,0,203065
2020-03-18,58,"Flagstaff, AZ",7718197,1,0,134421
2020-03-18,60,"Fort Wayne-Huntington-Auburn, IN",4598283,3,0,109559
2020-03-18,61,"Fresno-Madera, CA",73748305,10,0,1523494
2020-03-18,62,"Gainesville, FL",14129555,7,0,247336
2020-03-18,64,"Grand Rapids-Muskegon-Holland, MI",59974337,7,0,929765
2020-03-18,66,"Greensboro-Winston-Salem-High Point, NC",60409834,3,0,839076
2020-03-18,67,"Greenville, NC",14029192,2,0,281277
2020-03-18,68,"Greenville-Spartanburg-Anderson, SC",53294811,6,0,922658
2020-03-18,69,"Gulfport-Biloxi-Pascagoula, MS",18971174,7,0,370702
2020-03-18,70,"Harrisburg-Carlisle-Lebanon, PA",40196556,13,0,771785
2020-03-18,72,"Hartford-West Hartford-Willimantic, CT",120866458,15,0,1594552
2020-03-18,73,"Helena, MT",10837370,4,0,187108
2020-03-18,74,"Honolulu, HI",83038034,13,0,1205377
2020-03-18,75,"Houston-Baytown-Huntsville, TX",484872020,57,1,5988871
2020-03-18,76,"Huntsville-Decatur, AL",27558022,2,0,417593
2020-03-18,77,"Idaho Falls-Blackfoot, ID",1269561,1,0,37536
2020-03-18,78,"Indianapolis-Anderson-Columbus, IN",147438820,27,2,1863688
2020-03-18,79,"Jacksonville, FL",83403948,25,1,1357767
2020-03-18,80,"Jackson-Yazoo City, MS",26624715,19,0,523583
2020-03-18,81,"Johnson City-Kingsport-Bristol (Tri-Cities), TN-VA",9911056,2,0,219087
2020-03-18,84,"Kansas City-Overland Park-Kansas City, MO-KS",117821647,26,1,1710637
2020-03-18,85,"Kearney, NE",4205236,2,0,67652
2020-03-18,86,"Kennewick-Richland-Pasco, WA",29689476,13,1,559430
2020-03-18,87,"Killeen-Temple-Fort Hood, TX",30484326,6,0,545141
2020-03-18,88,"Knoxville-Sevierville-La Follette, TN",33888174,5,0,614238
2020-03-18,89,"La Crosse, WI-MN",7317180,1,0,114638
2020-03-18,92,"Las Vegas-Paradise-Pahrump, NV",128512189,70,1,2089384
2020-03-18,94,"Lexington-Fayette-Frankfort-Richmond, KY",28572478,20,1,446031
2020-03-18,96,"Little Rock-North Little Rock-Pine Bluff, AR",45172223,32,0,849871
2020-03-18,97,"Los Angeles-Long Beach-Riverside, CA",1392628428,276,4,19410169
2020-03-18,98,"Louisville-Elizabethtown-Scottsburg, KY-IN",65756878,14,0,969343
2020-03-18,99,"Lubbock-Levelland, TX",14038142,3,0,278831
2020-03-18,100,"Macon-Warner Robins-Fort Valley, GA",6858578,1,0,139900
2020-03-18,101,"Madison-Baraboo, WI",46098906,25,0,502403
2020-03-18,103,"Mason City, IA",1025241,1,0,21056
2020-03-18,105,"Memphis, TN-MS-AR",71380906,7,0,1115047
2020-03-18,106,"Miami-Fort Lauderdale-Miami Beach, FL",354740098,177,1,5564635
2020-03-18,108,"Milwaukee-Racine-Waukesha, WI",120914156,71,0,1882061
2020-03-18,109,"Minneapolis-St. Paul-St. Cloud, MN-WI",279002252,78,0,3435287
2020-03-18,110,"Minot, ND",4168646,2,0,61675
2020-03-18,111,"Missoula, MT",5694748,3,0,109299
2020-03-18,112,"Mobile-Daphne-Fairhope, AL",6606080,1,0,182265
2020-03-18,114,"Montgomery-Alexander City, AL",16139706,6,0,308666
2020-03-18,115,"Myrtle Beach-Conway-Georgetown, SC",30871783,7,0,579389
2020-03-18,116,"Nashville-Davidson-Murfreesboro-Columbia, TN",125974171,88,0,1452292
2020-03-18,117,"New Orleans-Metairie-Bogalusa, LA",86763451,270,7,1455902
2020-03-18,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",1048996924,1428,14,14764564
2020-03-18,119,"Oklahoma City-Shawnee, OK",78398657,21,0,1116375
2020-03-18,120,"Omaha-Council Bluffs-Fremont, NE-IA",60275324,41,0,809277
2020-03-18,121,"Orlando-The Villages, FL",215245553,45,1,4009131
2020-03-18,122,"Paducah, KY-IL",219106,1,0,8314
2020-03-18,124,"Pendleton-Hermiston, OR",3865074,2,0,75889
2020-03-18,125,"Pensacola-Ferry Pass-Brent, FL",35066236,6,1,684856
2020-03-18,126,"Peoria-Canton, IL",14789401,5,0,225158
2020-03-18,127,"Philadelphia-Camden-Vineland, PA-NJ-DE-MD",468813005,138,0,6484143
2020-03-18,128,"Phoenix-Mesa-Scottsdale, AZ",260270514,22,0,4337556
2020-03-18,129,"Pittsburgh-New Castle, PA",126977549,18,0,1672107
2020-03-18,130,"Portland-Lewiston-South Portland, ME",43608119,39,0,800948
2020-03-18,131,"Portland-Vancouver-Beaverton, OR-WA",192419295,65,5,2778899
2020-03-18,132,"Pueblo, CO",6888420,1,0,159063
2020-03-18,133,"Raleigh-Durham-Cary, NC",142883563,43,0,1918128
2020-03-18,135,"Redding, CA",11300551,2,0,243603
2020-03-18,136,"Reno-Sparks, NV",30139594,13,0,476681
2020-03-18,137,"Richmond, VA",76654195,15,0,979589
2020-03-18,139,"Rochester-Batavia-Seneca Falls, NY",59464642,17,0,959823
2020-03-18,140,"Sacramento-Arden-Arcade-Truckee, CA-NV",141475752,54,3,2066833
2020-03-18,142,"Salt Lake City-Ogden-Clearfield, UT",159249152,64,0,2364637
2020-03-18,144,"San Antonio, TX",110055304,14,0,1760779
2020-03-18,145,"San Diego-Carlsbad-San Marcos, CA",245138815,81,0,3095313
2020-03-18,146,"San Jose-San Francisco-Oakland, CA",1060415169,471,10,9305670
2020-03-18,147,"Santa Fe-Espanola, NM",7665699,7,0,177107
2020-03-18,148,"Sarasota-Bradenton-Venice, FL",87999825,37,3,1802533
2020-03-18,149,"Savannah-Hinesville-Fort Stewart, GA",7494920,6,0,162233
2020-03-18,151,"Scranton-Wilkes-Barre, PA",28517449,4,0,588177
2020-03-18,152,"Seattle-Tacoma-Olympia, WA",456361547,991,63,4619491
2020-03-18,153,"Shreveport-Bossier City-Minden, LA",20621741,8,0,371948
2020-03-18,154,"Sioux City-Vermillion, IA-NE-SD",688863,3,0,15771
2020-03-18,155,"Sioux Falls, SD",20801443,10,1,221117
2020-03-18,156,"South Bend-Mishawaka, IN-MI",14101010,1,0,266931
2020-03-18,157,"Spokane, WA",26960098,8,0,481791
2020-03-18,158,"Springfield, IL",11873339,4,0,197465
2020-03-18,159,"Springfield, MO",16857130,4,0,275174
2020-03-18,160,"St. Louis-St. Charles-Farmington, MO-IL",161342632,18,0,2397124
2020-03-18,162,"Syracuse-Auburn, NY",68720327,13,0,1221018
2020-03-18,163,"Tallahassee, FL",16062854,1,0,275487
2020-03-18,164,"Tampa-St. Petersburg-Clearwater, FL",154680805,29,0,2610465
2020-03-18,165,"Texarkana, TX-Texarkana, AR",4170563,1,0,92565
2020-03-18,166,"Toledo-Fremont, OH",26754711,1,0,441815
2020-03-18,168,"Traverse City, MI",725440,1,0,21708
2020-03-18,169,"Tucson, AZ",44876057,5,0,980263
2020-03-18,170,"Tulsa-Bartlesville, OK",52870714,6,0,697330
2020-03-18,171,"Tupelo, MS",932294,1,0,36989
2020-03-18,172,"Twin Falls, ID",5196576,6,0,98606
2020-03-18,173,"Virginia Beach-Norfolk-Newport News, VA-NC",22621499,4,0,437994
2020-03-18,174,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",592955031,145,1,6359692
2020-03-18,175,"Waterloo-Cedar Falls, IA",8103424,1,0,131090
2020-03-18,176,"Wausau-Merrill, WI",4233072,1,0,74749
2020-03-18,177,"Wenatchee, WA",10466526,9,1,161573
2020-03-18,178,"Wichita Falls, TX",5975675,1,0,131500
2020-03-18,179,"Wichita-Winfield, KS",6402360,4,0,146290
2020-03-19,3,"Albany, GA",10585102,32,4,232096
2020-03-19,4,"Albany-Schenectady-Amsterdam, NY",79747201,111,0,1272259
2020-03-19,5,"Albuquerque, NM",41612394,26,0,811991
2020-03-19,6,"Alpena, MI",2241240,2,0,50113
2020-03-19,8,"Anchorage, AK",32709095,12,0,458284
2020-03-19,9,"Appleton-Oshkosh-Neenah, WI",42263968,9,0,640667
2020-03-19,10,"Asheville-Brevard, NC",2204140,2,0,51079
2020-03-19,11,"Atlanta-Sandy Springs-Gainesville, GA-AL",439174884,237,5,5650311
2020-03-19,12,"Augusta-Richmond County, GA-SC",16967654,4,0,324602
2020-03-19,13,"Austin-Round Rock, TX",143695850,20,0,1604052
2020-03-19,14,"Bangor, ME",6785566,1,0,153923
2020-03-19,15,"Baton Rouge-Pierre Part, LA",54122511,14,0,765886
2020-03-19,17,"Bend-Prineville, OR",9326898,6,0,157733
2020-03-19,18,"Billings, MT",12860912,11,0,215718
2020-03-19,19,"Birmingham-Hoover-Cullman, AL",80220268,51,0,1399686
2020-03-19,20,"Bismarck, ND",7500758,15,0,108779
2020-03-19,21,"Boise City-Nampa, ID",27409991,3,0,392365
2020-03-19,22,"Boston-Worcester-Manchester, MA-NH",597771165,341,1,6821780
2020-03-19,23,"Buffalo-Niagara-Cattaraugus, NY",60474878,30,0,967986
2020-03-19,24,"Burlington-South Burlington, VT",15395677,13,1,216079
2020-03-19,26,"Casper, WY",4502450,10,0,71587
2020-03-19,27,"Cedar Rapids, IA",13368976,24,0,195331
2020-03-19,28,"Champaign-Urbana, IL",360077,1,0,11048
2020-03-19,29,"Charleston, WV",290289,2,0,7141
2020-03-19,30,"Charleston-North Charleston, SC",34954898,6,0,486764
2020-03-19,31,"Charlotte-Gastonia-Salisbury, NC-SC",155450502,22,0,1844152
2020-03-19,32,"Chicago-Naperville-Michigan City, IL-IN-WI",703296689,408,3,9727923
2020-03-19,33,"Cincinnati-Middletown-Wilmington, OH-KY-IN",104943168,13,0,1353311
2020-03-19,34,"Clarksburg, WV+Morgantown, WV",7064916,1,0,96189
2020-03-19,35,"Cleveland-Akron-Elyria, OH",212928433,89,0,3773564
2020-03-19,36,"Colorado Springs, CO",37001039,15,3,622263
2020-03-19,37,"Columbia, MO",14025723,5,1,238632
2020-03-19,38,"Columbia-Newberry, SC",43491165,46,1,786818
2020-03-19,39,"Columbus-Auburn-Opelika, GA-AL",6818940,10,0,140247
2020-03-19,40,"Columbus-Marion-Chillicothe, OH",110092030,14,0,1374529
2020-03-19,41,"Corpus Christi-Kingsville, TX",11710143,1,0,250304
2020-03-19,42,"Dallas-Fort Worth, TX",515861849,114,2,6360025
2020-03-19,43,"Davenport-Moline-Rock Island, IA-IL",2330100,1,0,58498
2020-03-19,44,"Dayton-Springfield-Greenville, OH",40497049,4,0,828951
2020-03-19,45,"Denver-Aurora-Boulder, CO",301161576,264,1,3773949
2020-03-19,46,"Des Moines-Newton-Pella, IA",48801317,13,0,525273
2020-03-19,47,"Detroit-Warren-Flint, MI",350477106,317,3,5946217
2020-03-19,49,"Dover, DE",28404323,8,0,458188
2020-03-19,51,"El Paso, TX",32412416,6,0,800647
2020-03-19,53,"Eugene-Springfield, OR",30466525,5,1,662588
2020-03-19,54,"Evansville, IN-KY",6724921,2,0,142906
2020-03-19,55,"Fargo-Wahpeton, ND-MN",12547098,1,0,149778
2020-03-19,57,"Fayetteville-Springdale-Rogers, AR-MO",25307326,2,0,424404
2020-03-19,58,"Flagstaff, AZ",7718197,2,0,134421
2020-03-19,59,"Fort Smith, AR-OK",6694948,1,0,125744
2020-03-19,60,"Fort Wayne-Huntington-Auburn, IN",4598283,3,0,109559
2020-03-19,61,"Fresno-Madera, CA",73748305,14,0,1523494
2020-03-19,62,"Gainesville, FL",14129555,11,0,247336
2020-03-19,64,"Grand Rapids-Muskegon-Holland, MI",59974337,14,0,929765
2020-03-19,66,"Greensboro-Winston-Salem-High Point, NC",60409834,4,0,839076
2020-03-19,67,"Greenville, NC",14029192,2,0,281277
2020-03-19,68,"Greenville-Spartanburg-Anderson, SC",53885246,12,0,948075
2020-03-19,69,"Gulfport-Biloxi-Pascagoula, MS",18971174,11,1,370702
2020-03-19,70,"Harrisburg-Carlisle-Lebanon, PA",75849911,18,0,1424798
2020-03-19,72,"Hartford-West Hartford-Willimantic, CT",139394610,31,0,2023751
2020-03-19,73,"Helena, MT",11390979,8,0,200411
2020-03-19,74,"Honolulu, HI",83038034,21,0,1205377
2020-03-19,75,"Houston-Baytown-Huntsville, TX",489575768,74,2,6008968
2020-03-19,76,"Huntsville-Decatur, AL",27558022,6,0,417593
2020-03-19,77,"Idaho Falls-Blackfoot, ID",1269561,1,0,37536
2020-03-19,78,"Indianapolis-Anderson-Columbus, IN",160342660,41,2,2126960
2020-03-19,79,"Jacksonville, FL",87488649,28,2,1437393
2020-03-19,80,"Jackson-Yazoo City, MS",32365980,26,0,701512
2020-03-19,81,"Johnson City-Kingsport-Bristol (Tri-Cities), TN-VA",16010836,4,0,342066
2020-03-19,82,"Jonesboro, AR",6668269,3,0,163116
2020-03-19,83,"Joplin, MO",783705,1,0,21603
2020-03-19,84,"Kansas City-Overland Park-Kansas City, MO-KS",118297533,37,1,1720293
2020-03-19,85,"Kearney, NE",4205236,4,0,67652
2020-03-19,86,"Kennewick-Richland-Pasco, WA",29689476,14,1,559430
2020-03-19,87,"Killeen-Temple-Fort Hood, TX",30484326,8,0,545141
2020-03-19,88,"Knoxville-Sevierville-La Follette, TN",33888174,5,0,614238
2020-03-19,89,"La Crosse, WI-MN",7317180,2,0,114638
2020-03-19,90,"Lafayette-Acadiana, LA",20732704,6,0,378202
2020-03-19,91,"Lake Charles-Jennings, LA",15721891,1,0,192768
2020-03-19,92,"Las Vegas-Paradise-Pahrump, NV",128512189,75,1,2089384
2020-03-19,94,"Lexington-Fayette-Frankfort-Richmond, KY",33638900,25,1,556267
2020-03-19,95,"Lincoln, NE",771409,1,0,7248
2020-03-19,96,"Little Rock-North Little Rock-Pine Bluff, AR",51988418,52,0,1014610
2020-03-19,97,"Los Angeles-Long Beach-Riverside, CA",1392628428,353,5,19410169
2020-03-19,98,"Louisville-Elizabethtown-Scottsburg, KY-IN",65756878,17,1,969343
2020-03-19,99,"Lubbock-Levelland, TX",14038142,3,0,278831
2020-03-19,100,"Macon-Warner Robins-Fort Valley, GA",19063374,5,0,371576
2020-03-19,101,"Madison-Baraboo, WI",58862483,35,0,714865
2020-03-19,103,"Mason City, IA",1025241,1,0,21056
